otu	accession	taxid	species	genus	family	order	class	phylum	superkingdom	path
MNUR01000070.3378.4895	MNUR01000070	1805132	Elusimicrobia bacterium CG1_02_56_21	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Elusimicrobia	Bacteria	Bacteria➤Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Elusimicrobia bacterium CG1_02_56_21
MNVB01000064.3653.5151	MNVB01000064	1805235	Candidatus Kuenenbacteria bacterium CG1_02_38_13	Unclassified Candidatus Kuenenbacteria	Unclassified Candidatus Kuenenbacteria	Unclassified Candidatus Kuenenbacteria	Unclassified Candidatus Kuenenbacteria	Candidatus Kuenenbacteria	Bacteria	Bacteria➤Candidatus Kuenenbacteria➤Unclassified Candidatus Kuenenbacteria➤Unclassified Candidatus Kuenenbacteria➤Unclassified Candidatus Kuenenbacteria➤Unclassified Candidatus Kuenenbacteria➤Candidatus Kuenenbacteria bacterium CG1_02_38_13
MNWJ01000041.315.1840	MNWJ01000041	1805309	Parcubacteria group bacterium CG1_02_42_13	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Parcubacteria group bacterium CG1_02_42_13
MNWM01000025.8427.9769	MNWM01000025	1805312	Parcubacteria group bacterium CG1_02_50_68	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Parcubacteria group bacterium CG1_02_50_68
MNWN01000015.28951.30462	MNWN01000015	1805313	Parcubacteria group bacterium CG1_02_58_44	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Parcubacteria group bacterium CG1_02_58_44
MNWT01000005.126927.128460	MNWT01000005	1805421	Verrucomicrobia bacterium CG1_02_43_26	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Verrucomicrobia bacterium CG1_02_43_26
MNXB01000105.15058.16643	MNXB01000105	1805131	Elusimicrobia bacterium CG1_02_37_114	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Unclassified Elusimicrobia	Elusimicrobia	Bacteria	Bacteria➤Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Unclassified Elusimicrobia➤Elusimicrobia bacterium CG1_02_37_114
MNXI01000065.10291.11835	MNXI01000065	1973895	Candidatus Aquicultor secundus	Candidatus Aquicultor	Candidatus Aquicultoraceae	Candidatus Aquicultorales	Candidatus Aquicultoria	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Candidatus Aquicultoria➤Candidatus Aquicultorales➤Candidatus Aquicultoraceae➤Candidatus Aquicultor➤Candidatus Aquicultor secundus
MNXM01000314.15351.16726	MNXM01000314	1805027	Armatimonadetes bacterium CG2_30_59_28	Unclassified Armatimonadetes	Unclassified Armatimonadetes	Unclassified Armatimonadetes	Unclassified Armatimonadetes	Armatimonadetes	Bacteria	Bacteria➤Armatimonadetes➤Unclassified Armatimonadetes➤Unclassified Armatimonadetes➤Unclassified Armatimonadetes➤Unclassified Armatimonadetes➤Armatimonadetes bacterium CG2_30_59_28
MNXN01000406.14791.16342	MNXN01000406	1805028	Armatimonadetes bacterium CG2_30_66_41	Unclassified Armatimonadetes	Unclassified Armatimonadetes	Unclassified Armatimonadetes	Unclassified Armatimonadetes	Armatimonadetes	Bacteria	Bacteria➤Armatimonadetes➤Unclassified Armatimonadetes➤Unclassified Armatimonadetes➤Unclassified Armatimonadetes➤Unclassified Armatimonadetes➤Armatimonadetes bacterium CG2_30_66_41
MNXR01000004.24028.25496	MNXR01000004	1805037	Candidatus Berkelbacteria bacterium CG2_30_39_44	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Candidatus Berkelbacteria	Bacteria	Bacteria➤Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Candidatus Berkelbacteria bacterium CG2_30_39_44
MNXS01000038.18004.19865	MNXS01000038	1805038	Candidatus Berkelbacteria bacterium CG2_30_43_20	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Unclassified Candidatus Berkelbacteria	Candidatus Berkelbacteria	Bacteria	Bacteria➤Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Unclassified Candidatus Berkelbacteria➤Candidatus Berkelbacteria bacterium CG2_30_43_20
MNYD01000108.2079.3595	MNYD01000108	1805102	Dehalococcoidia bacterium CG2_30_46_19	Unclassified Dehalococcoidia	Unclassified Dehalococcoidia	Unclassified Dehalococcoidia	Dehalococcoidia	Chloroflexi	Bacteria	Bacteria➤Chloroflexi➤Dehalococcoidia➤Unclassified Dehalococcoidia➤Unclassified Dehalococcoidia➤Unclassified Dehalococcoidia➤Dehalococcoidia bacterium CG2_30_46_19
MNYS01000006.126767.128533	MNYS01000006	1805237	Candidatus Levybacteria bacterium CG2_30_37_29	Unclassified Candidatus Levybacteria	Unclassified Candidatus Levybacteria	Unclassified Candidatus Levybacteria	Unclassified Candidatus Levybacteria	Candidatus Levybacteria	Bacteria	Bacteria➤Candidatus Levybacteria➤Unclassified Candidatus Levybacteria➤Unclassified Candidatus Levybacteria➤Unclassified Candidatus Levybacteria➤Unclassified Candidatus Levybacteria➤Candidatus Levybacteria bacterium CG2_30_37_29
MNYV01000050.14571.15926	MNYV01000050	1805278	Nitrospirae bacterium CG2_30_53_67	Unclassified Nitrospirae	Unclassified Nitrospirae	Unclassified Nitrospirae	Unclassified Nitrospirae	Nitrospirae	Bacteria	Bacteria➤Nitrospirae➤Unclassified Nitrospirae➤Unclassified Nitrospirae➤Unclassified Nitrospirae➤Unclassified Nitrospirae➤Nitrospirae bacterium CG2_30_53_67
MNYX01000024.42.1533	MNYX01000024	1805283	Candidatus Nomurabacteria bacterium CG2_30_43_9	Unclassified Candidatus Nomurabacteria	Unclassified Candidatus Nomurabacteria	Unclassified Candidatus Nomurabacteria	Unclassified Candidatus Nomurabacteria	Candidatus Nomurabacteria	Bacteria	Bacteria➤Candidatus Nomurabacteria➤Unclassified Candidatus Nomurabacteria➤Unclassified Candidatus Nomurabacteria➤Unclassified Candidatus Nomurabacteria➤Unclassified Candidatus Nomurabacteria➤Candidatus Nomurabacteria bacterium CG2_30_43_9
MNZB01000003.188030.189564	MNZB01000003	1805300	Candidatus Pacebacteria bacterium CG2_30_36_39	Unclassified Candidatus Pacebacteria	Unclassified Candidatus Pacebacteria	Unclassified Candidatus Pacebacteria	Unclassified Candidatus Pacebacteria	Candidatus Pacebacteria	Bacteria	Bacteria➤Candidatus Pacebacteria➤Unclassified Candidatus Pacebacteria➤Unclassified Candidatus Pacebacteria➤Unclassified Candidatus Pacebacteria➤Unclassified Candidatus Pacebacteria➤Candidatus Pacebacteria bacterium CG2_30_36_39
MNZI01000019.18300.19881	MNZI01000019	1805320	Parcubacteria group bacterium CG2_30_48_51	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Parcubacteria group bacterium CG2_30_48_51
MNZJ01000031.6394.7955	MNZJ01000031	1805324	Candidatus Peregrinibacteria bacterium CG2_30_44_17	Unclassified Candidatus Peregrinibacteria	Unclassified Candidatus Peregrinibacteria	Unclassified Candidatus Peregrinibacteria	Unclassified Candidatus Peregrinibacteria	Candidatus Peregrinibacteria	Bacteria	Bacteria➤Candidatus Peregrinibacteria➤Unclassified Candidatus Peregrinibacteria➤Unclassified Candidatus Peregrinibacteria➤Unclassified Candidatus Peregrinibacteria➤Unclassified Candidatus Peregrinibacteria➤Candidatus Peregrinibacteria bacterium CG2_30_44_17
MNZM01000024.9533.11149	MNZM01000024	1805340	Candidatus Roizmanbacteria bacterium CG2_30_33_16	Unclassified Candidatus Roizmanbacteria	Unclassified Candidatus Roizmanbacteria	Unclassified Candidatus Roizmanbacteria	Unclassified Candidatus Roizmanbacteria	Candidatus Roizmanbacteria	Bacteria	Bacteria➤Candidatus Roizmanbacteria➤Unclassified Candidatus Roizmanbacteria➤Unclassified Candidatus Roizmanbacteria➤Unclassified Candidatus Roizmanbacteria➤Unclassified Candidatus Roizmanbacteria➤Candidatus Roizmanbacteria bacterium CG2_30_33_16
MNZN01000008.36435.37947	MNZN01000008	1805375	Candidatus Saccharibacteria bacterium CG2_30_41_52	Unclassified Candidatus Saccharibacteria	Unclassified Candidatus Saccharibacteria	Unclassified Candidatus Saccharibacteria	Unclassified Candidatus Saccharibacteria	Candidatus Saccharibacteria	Bacteria	Bacteria➤Candidatus Saccharibacteria➤Unclassified Candidatus Saccharibacteria➤Unclassified Candidatus Saccharibacteria➤Unclassified Candidatus Saccharibacteria➤Unclassified Candidatus Saccharibacteria➤Candidatus Saccharibacteria bacterium CG2_30_41_52
MNZO01000023.8601.9911	MNZO01000023	1805376	Candidatus Shapirobacteria bacterium CG2_30_35_20	Unclassified Candidatus Shapirobacteria	Unclassified Candidatus Shapirobacteria	Unclassified Candidatus Shapirobacteria	Unclassified Candidatus Shapirobacteria	Candidatus Shapirobacteria	Bacteria	Bacteria➤Candidatus Shapirobacteria➤Unclassified Candidatus Shapirobacteria➤Unclassified Candidatus Shapirobacteria➤Unclassified Candidatus Shapirobacteria➤Unclassified Candidatus Shapirobacteria➤Candidatus Shapirobacteria bacterium CG2_30_35_20
MNZU01000010.3802.5288	MNZU01000010	1805402	bacterium CG2_30_40_12	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤bacterium CG2_30_40_12
MNZY01000038.10559.12029	MNZY01000038	1803514	Candidatus Altiarchaeum sp. CG2_30_32_3053	Candidatus Altiarchaeum	Unclassified Candidatus Altiarchaeales	Candidatus Altiarchaeales	Unclassified Candidatus Altiarchaeota	Candidatus Altiarchaeota	Archaea	Archaea➤Candidatus Altiarchaeota➤Unclassified Candidatus Altiarchaeota➤Candidatus Altiarchaeales➤Unclassified Candidatus Altiarchaeales➤Candidatus Altiarchaeum➤Candidatus Altiarchaeum sp. CG2_30_32_3053
MOYA01000001.246169.247640	MOYA01000001	1906157	Candidatus Obscuribacter phosphatis	Candidatus Obscuribacter	Unclassified Candidatus Obscuribacterales	Candidatus Obscuribacterales	Unclassified Candidatus Melainabacteria	Candidatus Melainabacteria	Bacteria	Bacteria➤Candidatus Melainabacteria➤Unclassified Candidatus Melainabacteria➤Candidatus Obscuribacterales➤Unclassified Candidatus Obscuribacterales➤Candidatus Obscuribacter➤Candidatus Obscuribacter phosphatis
MOYD01000062.205.1704	MOYD01000062	1906167	Candidatus Gastranaerophilales bacterium Zag_111	Unclassified Candidatus Gastranaerophilales	Unclassified Candidatus Gastranaerophilales	Candidatus Gastranaerophilales	Unclassified Candidatus Melainabacteria	Candidatus Melainabacteria	Bacteria	Bacteria➤Candidatus Melainabacteria➤Unclassified Candidatus Melainabacteria➤Candidatus Gastranaerophilales➤Unclassified Candidatus Gastranaerophilales➤Unclassified Candidatus Gastranaerophilales➤Candidatus Gastranaerophilales bacterium Zag_111
MTOJ01000048.1.1447	MTOJ01000048	1935125	Candidatus Hydrothermae bacterium JdFR-74	Unclassified Candidatus Hydrothermae	Unclassified Candidatus Hydrothermae	Unclassified Candidatus Hydrothermae	Unclassified Candidatus Hydrothermae	Candidatus Hydrothermae	Bacteria	Bacteria➤Candidatus Hydrothermae➤Unclassified Candidatus Hydrothermae➤Unclassified Candidatus Hydrothermae➤Unclassified Candidatus Hydrothermae➤Unclassified Candidatus Hydrothermae➤Candidatus Hydrothermae bacterium JdFR-74
U17356.1.1750	U17356	5914	Tetrahymena corlissi	Tetrahymena	Tetrahymenidae	Hymenostomatida	Oligohymenophorea	Ciliophora	Eukaryota	Eukaryota➤Ciliophora➤Oligohymenophorea➤Hymenostomatida➤Tetrahymenidae➤Tetrahymena➤Tetrahymena corlissi
U25627.1.1559	U25627	39841	Thermodesulforhabdus norvegica	Thermodesulforhabdus	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Syntrophobacterales➤Syntrophobacteraceae➤Thermodesulforhabdus➤Thermodesulforhabdus norvegica
U45990.1.1505	U45990	859314	Desulfonema limicola	Desulfonema	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Desulfobacterales➤Desulfobacteraceae➤Desulfonema➤Desulfonema limicola
U50168.1.1478	U50168	73526	Rhizobium sp. CJ5	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Hyphomicrobiales➤Rhizobiaceae➤Rhizobium➤Rhizobium sp. CJ5
U53132.1.1770	U53132	46952	Rhinomonas pauca	Rhinomonas	Pyrenomonadaceae	Pyrenomonadales	Cryptophyceae	Unclassified Eukaryota	Eukaryota	Eukaryota➤Unclassified Eukaryota➤Cryptophyceae➤Pyrenomonadales➤Pyrenomonadaceae➤Rhinomonas➤Rhinomonas pauca
U53824.1.1405	U53824	287752	Aurantimonas manganoxydans	Aurantimonas	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Hyphomicrobiales➤Aurantimonadaceae➤Aurantimonas➤Aurantimonas manganoxydans
U64459.1.1503	U64459	1376	Aerococcus urinae	Aerococcus	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Bacilli➤Lactobacillales➤Aerococcaceae➤Aerococcus➤Aerococcus urinae
U87101.1.1462	U87101	867902	Ornithobacterium rhinotracheale	Ornithobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Weeksellaceae➤Ornithobacterium➤Ornithobacterium rhinotracheale
U87759.1.1401	U87759	883078	Afipia broomeae	Afipia	Nitrobacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Hyphomicrobiales➤Nitrobacteraceae➤Afipia➤Afipia broomeae
U89300.1.1491	U89300	73780	Methylocaldum szegediense	Methylocaldum	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Methylococcales➤Methylococcaceae➤Methylocaldum➤Methylocaldum szegediense
U93332.1.1482	U93332	452652	Kitasatospora setae	Kitasatospora	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Streptomycetales➤Streptomycetaceae➤Kitasatospora➤Kitasatospora setae
U96412.1.1468	U96412	13335	Anaerobiospirillum succiniciproducens	Anaerobiospirillum	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Aeromonadales➤Succinivibrionaceae➤Anaerobiospirillum➤Anaerobiospirillum succiniciproducens
X14835.987.2495	X14835	2269	Thermofilum pendens	Thermofilum	Thermofilaceae	Thermofilales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Thermofilales➤Thermofilaceae➤Thermofilum➤Thermofilum pendens
X59733.1.1826	X59733	8354	Xenopus borealis	Xenopus	Pipidae	Anura	Amphibia	Chordata	Eukaryota	Eukaryota➤Chordata➤Amphibia➤Anura➤Pipidae➤Xenopus➤Xenopus borealis
X60418.1.1499	X60418	703	Aggregatibacter actinomycetemcomitans	Aggregatibacter	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Pasteurellales➤Pasteurellaceae➤Aggregatibacter➤Aggregatibacter actinomycetemcomitans
X70803.22.1792	X70803	38271	Glaucocystis nostochinearum	Glaucocystis	Glaucocystaceae	Glaucocystales	Glaucocystophyceae	Unclassified Eukaryota	Eukaryota	Eukaryota➤Unclassified Eukaryota➤Glaucocystophyceae➤Glaucocystales➤Glaucocystaceae➤Glaucocystis➤Glaucocystis nostochinearum
X72377.1.1445	X72377	35751	Sporichthya polymorpha	Sporichthya	Sporichthyaceae	Sporichthyales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Sporichthyales➤Sporichthyaceae➤Sporichthya➤Sporichthya polymorpha
X74686.1.1466	X74686	658	Vibrio harveyi	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Vibrionales➤Vibrionaceae➤Vibrio➤Vibrio harveyi
X76441.1.1502	X76441	1409	Bacillus sp. (in: Bacteria)	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Bacilli➤Bacillales➤Bacillaceae➤Bacillus➤Bacillus sp. (in: Bacteria)
X77215.1.1501	X77215	903818	Holophaga foetida	Holophaga	Holophagaceae	Holophagales	Holophagae	Acidobacteria	Bacteria	Bacteria➤Acidobacteria➤Holophagae➤Holophagales➤Holophagaceae➤Holophaga➤Holophaga foetida
X79412.1.1473	X79412	37624	Desulfuromusa bakii	Desulfuromusa	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Desulfuromonadales➤Desulfuromonadaceae➤Desulfuromusa➤Desulfuromusa bakii
X80994.2.1544	X80994	518766	Rhodothermus marinus	Rhodothermus	Rhodothermaceae	Bacteroidetes Order II. Incertae sedis	Unclassified Bacteroidetes	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Unclassified Bacteroidetes➤Bacteroidetes Order II. Incertae sedis➤Rhodothermaceae➤Rhodothermus➤Rhodothermus marinus
X81319.1.1511	X81319	118005	Chrysiogenes arsenatis	Chrysiogenes	Chrysiogenaceae	Chrysiogenales	Chrysiogenetes	Chrysiogenetes	Bacteria	Bacteria➤Chrysiogenetes➤Chrysiogenetes➤Chrysiogenales➤Chrysiogenaceae➤Chrysiogenes➤Chrysiogenes arsenatis
X87278.1.1477	X87278	1085	Rhodovibrio salinarum	Rhodovibrio	Rhodovibrionaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Hyphomicrobiales➤Rhodovibrionaceae➤Rhodovibrio➤Rhodovibrio salinarum
X89525.1.1791	X89525	113608	Tetrapisispora phaffii	Tetrapisispora	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Eukaryota	Eukaryota➤Ascomycota➤Saccharomycetes➤Saccharomycetales➤Saccharomycetaceae➤Tetrapisispora➤Tetrapisispora phaffii
X91032.1.1513	X91032	446465	Brachybacterium faecium	Brachybacterium	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Micrococcales➤Dermabacteraceae➤Brachybacterium➤Brachybacterium faecium
X91034.1.1511	X91034	36740	Dermabacter hominis	Dermabacter	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Micrococcales➤Dermabacteraceae➤Dermabacter➤Dermabacter hominis
